Name,Year,Country,qty
Bogicevic Mijajlo & Milica,2009,serbia,2
Bondzic Borivoje & Grozdana,1980,serbia,2
Botic Radovan,1989,serbia,1
Bradic Sava & Jovana,1994,serbia,2
Canadi Mariska,1995,serbia,1
Djonovic Radovan & Rosa,1983,serbia,2
Djosevic-Adanja Dara,1998,serbia,1
Djurkovic Aleksandar,1999,serbia,1
Dudas Palo & Anna (Hrubik),1995,serbia,2
Glavaski Jelena,1987,serbia,1
Gligorijevic Milan,1996,serbia,1
Imeri-Mihaljic Hajrija,1991,serbia,1
Jakovljevic Andja,1992,serbia,1
Jankovic Ratko,1990,serbia,1
Janosevic Katica,1964,serbia,1
Jovanovic Bogdan & Desanka; ch: Nemanja Nada,1968,serbia,3
Jovanovic Danica; ds. Olga & Mileva,1993,serbia,3
Jovanovic Dusan,2006,serbia,1
Jovanovic Pero,1993,serbia,1
Jovanovic Stanko & Ljubinka,1967,serbia,2
2 Jovanovic Tihomir & Milka,1992,serbia,2
Knezevic Slobodan & Milenija,1980,serbia,2
Knezevic Vojislav,2012,serbia,1
Kostic Ljubomir & wife; ch: Dragoslav Bosiljka,1997,serbia,3
Kovanovic Divna,1999,serbia,1
Kozarski Julis & Stevo; ch. Bato Olga,1994,serbia,3
Kudlik Bela & Katerina,1987,serbia,2
Kukovic Olga,1994,serbia,1
Kvasina Smilja & dght. Milena Markovic,2014,serbia,2
Lepcevic Mileta,1978,serbia,1
Ljubicic Lazar & Mila,1994,serbia,2
Macasovic Anna & Istvan,1988,serbia,2
Mandusic Ljubica (Gazikalovic) & dght. Jelica Rankovic,2007,serbia,2
Marinkovic Dorde & Stanka,1996,serbia,2
Markovic-Levec Martina,2000,serbia,1
Milenkovic Ljubo,1999,serbia,1
Milenkovic Svetozar & Vida,2002,serbia,2
Milharcic Lujza (Vlahovic),1985,serbia,1
Milutinovic Predrag & Ljubinka & dght. Ruzica,2017,serbia,3
Mladenovic Biserka & Vladimir,1999,serbia,2
Nedeljkovic Radisav,2011,serbia,1
Nikolic Rasa,1995,serbia,1
Novakovic Krsta,2003,serbia,1
Obradovic Stana,1989,serbia,1
Panic Dr. Svetozar & Angelina,1993,serbia,2
Pascan Nadezda,1994,serbia,1
Pejic Dr. Mirko & Nevenka & son Aleksandar,1986,serbia,3
Peric Mladen,2017,serbia,1
Petrovic Aleksandar,2002,serbia,1
Petrovic Kosa,2003,serbia,1
Popovic Djordje & Marija,1999,serbia,2
Popovic Predrag,2001,serbia,1
Prica Spasenije,1991,serbia,1
Protic Simeon & Miroslava,2009,serbia,2
Rasic Veljko & Helena,2006,serbia,2
Stamenkovic Jelenko & Ljubica,2005,serbia,2
Stefanovic Mile; sister Mileva Seka Svjetlicic,1992,serbia,2
3 Stevanovic Bogoljub,1998,serbia,1
Stojadinovic Dr. Miloslav,1966,serbia,1
Stojadinovic Zora,2001,serbia,1
Stojanovic Andrei & Katarina,2001,serbia,2
Stojanovic Randjel,2009,serbia,1
Stokovic Dragotin & Zivka,1996,serbia,2
Szagmeiszter Laszlo & wife,1988,serbia,2
Tabakovic Dr. Pavle,1978,serbia,1
Todorovic Mita & Kruna,1995,serbia,2
Todorovic Zika & Rada,1995,serbia,2
Tomic Desanka,2014,serbia,1
Tomic Marija (Sanc),2009,serbia,1
Tosic Milorad,1978,serbia,1
Trajkovic Dragoljub,2009,serbia,1
Vasic Predrag,1994,serbia,1
Vasovic Radmila,1996,serbia,1
Veljkovic Zlata & parents Miroslav & wife,1999,serbia,3
Zamboki Pal,1995,serbia,1
Zdravkovic Predrag & Stana,1980,serbia,2
Adam Imrich,2007,slovakia,1
Adamik Vladimir & Jolana,2009,slovakia,2
Antal Vojtech-Bela & Gizela,2007,slovakia,2
Antol Vladimir & Anka,1990,slovakia,2
Arnold Alexander,1997,slovakia,1
Balala Stefan & Rosa & daughters Ludmila Hanka & Mariska,1985,slovakia,4
Balat Frantisek & Maria; son Francko,1994,slovakia,3
Balaz Anton & Olga,2017,slovakia,2
Balciar Jan,2016,slovakia,1
Bandzakova-Kucharova Dr. Anna,1990,slovakia,1
Barancova Maria,1987,slovakia,1
Barborik Anton & Maria,2021,slovakia,2
Bartakova Anna,1992,slovakia,1
Bartosek Vaclav & Stefania,1998,slovakia,2
Basar Alexej,2007,slovakia,1
Batory Jan & Eva,2000,slovakia,2
Belanik Antonin & Marie (Kabatova),2018,slovakia,2
Bem Ernst and Magdalena,1991,slovakia,1
Binovska Rozalia,1997,slovakia,1
Blaha Margaretha,1994,slovakia,1
Blanar Vincent & Katarina; son Karol,2004,slovakia,3
Blazekova Jozefa,2004,slovakia,1
Bogyo Pal,2018,slovakia,1
Boharcik Pavel,1977,slovakia,1
Bomba Adam,2017,slovakia,1
Borovsky Jozef & Eva,2008,slovakia,2
Bresky Frantisek,1995,slovakia,1
Brezovsky Peter & Anna (Rusnakova),2017,slovakia,2
Brna Lukac & Julia,2014,slovakia,2
2 Brno Jan & Maria,1993,slovakia,2
Budinova Johanna,2006,slovakia,1
Bukansky Stefan,2016,slovakia,1
Bukov Jan & Maria,2019,slovakia,2
Bulla Frantisek & Karolina (Donovalova),2017,slovakia,2
Canecky Ondrej,2018,slovakia,1
Capos Jan,1994,slovakia,1
Caraj Jan & Maria,1966,slovakia,2
Cemerickova Maria,1983,slovakia,1
Cermak Vaclav,2016,slovakia,1
Cernak Jan & Anna; son Jan,1995,slovakia,3
Chladny Ignac & Anna,2017,slovakia,2
Chladny Jozef & Maria,2012,slovakia,2
Chlebus Ondrej & Maria,2002,slovakia,2
Chomowa Maria; d. Olga Sramkova,1993,slovakia,2
Chorvat Pavel,2013,slovakia,1
Cief Jan & Maria; & daughter Emilia,1998,slovakia,4
Civanova Anna; ch: Maria Ludevit,1991,slovakia,2
Csiky Juraj,1990,slovakia,1
Cuvala Pavol & Alzbeta,2001,slovakia,2
Daubner Anna,1988,slovakia,1
Derer Pasteur Julius,1996,slovakia,1
Diviakova Anna,1998,slovakia,1
Dobrovodsky Martin & Betti,1986,slovakia,2
Droppa Jan & Maria,2006,slovakia,2
Dubovec Pavol,2006,slovakia,1
Dudasek Alzbeta-Magda & Tomas,1970,slovakia,2
Dudinski Peter,1992,slovakia,1
Dulovec Jan & Katarina,2001,slovakia,2
Duran Maria & ch. Margit Anton Jozef,1980,slovakia,2
Durec Stefan & Maria,1995,slovakia,2
Duriska Daniel & Maria,2002,slovakia,2
Fabik Jan & Eva,1993,slovakia,2
Fargas-Cenek Vincent,1992,slovakia,1
Fekiac Jozef,2019,slovakia,1
Ferancova Katarina,1991,slovakia,1
Ferenczy Zuzanne; daughter Aranka,1993,slovakia,2
3 Filadelfova Zuzanna,2002,slovakia,1
Filus Pavel & Alzbeta,1993,slovakia,2
Frank Stefan,1991,slovakia,1
Gabor Jozef & Maria,1992,slovakia,2
Gahֳ­r Josef & Maria & their son Demeter,2021,slovakia,3
Galko Jan & Pavla,2000,slovakia,2
Gallo Stefan,2003,slovakia,1
Gasparֳ­k Victor & Maria,2021,slovakia,2
Gasparova Julia,1991,slovakia,1
Gavalovic Viliam & Helena,1996,slovakia,2
Geierova Maria,1996,slovakia,1
Glesk Jan & Eva; son Ivan,1996,slovakia,3
Goblova-Krescankova Maria; d. Vlasta,1996,slovakia,2
Gojdic Pavel,2007,slovakia,1
Gondzar Ladislav & Maria,1985,slovakia,2
Gorog Frantisek & Maria; d. Jolana (Jirout),1982,slovakia,3
Grosserova Vlastimila,1993,slovakia,1
Gucman Frantisek,1995,slovakia,1
Gulis Ferdinand & Terezia,2001,slovakia,2
Haasova Marta,1996,slovakia,1
Hajdu Arpad & Alzbeta,2013,slovakia,2
Hajtas Geza & Klara,1985,slovakia,2
Handl Bratislav & Otilia,2015,slovakia,2
Hanzlikova-Drahovska Alzbeta,1996,slovakia,1
Haris Vendelin,2004,slovakia,1
Hausner Jan,2004,slovakia,1
Havlik Pavel & Zuzana,2005,slovakia,2
Hazer Ondrej & Helena,2016,slovakia,2
Helios Helen (Kraus),2012,slovakia,1
Heriban Jozef,1991,slovakia,1
Herman Gustav & Jozefa; ch. Gustav Vilma,1992,slovakia,3
Hladik Martin & Rozalia,1992,slovakia,2
Holcik Juraj,2016,slovakia,1
Hollosiova Barbora,1998,slovakia,1
Homer Alexander,2001,slovakia,1
Homer Ludmila & Milan,2001,slovakia,2
Homolka Jan & Maria,2001,slovakia,2
4 Hradska Maria & her parents Adam & Maria Fiacan,2016,slovakia,3
Hriadel Pavol & Anna,2004,slovakia,2
Hroncak Jan & Maria,1994,slovakia,2
Hronec Pavel & Katarina,1993,slovakia,2
Hronec Pavel & Paulina,1993,slovakia,2
Hrubesova Katerina,1990,slovakia,1
Hruska Jan & Zuzana,2007,slovakia,2
Hubina Stefan & Zuzana & dght. Anna Krchnava,2010,slovakia,3
Hucko Jan & Eva,1993,slovakia,2
Hudakova (Stefanikova) Janka,2001,slovakia,1
Imrich Pavol & Anna,2020,slovakia,2
Ivanka Vincent & Maria & daughters: Magda Alma & Anna,2000,slovakia,4
Ivanova Victoria,2000,slovakia,1
Jaksy Dr. Joseph,1991,slovakia,1
Jamborova Anna,1995,slovakia,1
Jancik Michal & Maria,1969,slovakia,2
Jasekova Emilie,2001,slovakia,1
Jurkovic Ernst & Anna,2005,slovakia,2
Kacir Ljudevit & Margita,1967,slovakia,2
Kaliciak Jozef,2021,slovakia,1
Kallina Jan,2020,slovakia,1
Kaminski Karol,1984,slovakia,1
Kapustova Helena & her parents Frantisek & Anna Cunderlik,2010,slovakia,3
Kassa Stefan & Maria,2015,slovakia,2
Kisel Jozef,2017,slovakia,1
Kleinova Eva ; son Vladimir,1994,slovakia,2
Klimo Martin & Eva (Tuckova),2008,slovakia,2
Kmetova Anna; son Daniel Penicka,1997,slovakia,2
Knap Michal,1987,slovakia,1
Knezova-Schoenbrunova Anna (Krajcova),2010,slovakia,1
Knosko Michael & Wilma,1992,slovakia,2
Koch Dr. Karl,1971,slovakia,1
Kochlan Ondrej & Eva,2010,slovakia,2
Kochol Gustav & wife; ch: Victor Ludevit Vlado Milan,1988,slovakia,3
Kocun Stefan,1992,slovakia,1
Kolenka Vojtech,2008,slovakia,1
Kolesar Andrej & Zuzana,2000,slovakia,2
5 Kolik Jozef & Anna; son Rudolf,1992,slovakia,3
Kollar Stefan,1997,slovakia,1
Komendak Peter,2006,slovakia,1
Komjati Irena,2001,slovakia,1
Konrad Henrich & Terezia,1998,slovakia,2
Koricova Anton & Pavla,1994,slovakia,2
Krahulec Pavel & Anna,2009,slovakia,2
Krajcovic Jozef & Anna,2015,slovakia,2
Krajnak Jan & Maria,1996,slovakia,2
Kristof Pavel & Anna,2008,slovakia,2
Krivosudsky Jozef & Magdalena,2007,slovakia,2
Kroslak Jan; son Adam,1994,slovakia,2
Krsak Imrich,2013,slovakia,1
Krutova Emilia,2013,slovakia,1
Kubes Hubert; daughter Irma,1997,slovakia,2
Kuchar Jozef,2007,slovakia,1
Kuchar Cyril & Rozalia,1990,slovakia,2
Kuna Pastor Vladimir,1972,slovakia,1
Kur Aleksander & Maria,1994,slovakia,2
Kurbel Jozef,2008,slovakia,1
Kustra Jan & Maria,2014,slovakia,2
Kvas Andrej,2003,slovakia,1
Kyjovsky Vasil,2017,slovakia,1
Kypet Jozef & Emilia,2001,slovakia,2
Kysel Juraj & Anna,2003,slovakia,2
Lacika Augustin & Valeria,2015,slovakia,2
Lackner Imrich,2004,slovakia,1
Lampartova Maria & son Jan,1998,slovakia,2
Lebdovic Jan & Zofia; ch: Emilia Anna Margita,1991,slovakia,3
Lebedev Mikulas,1994,slovakia,1
Lexa Jozef & Katarina,2004,slovakia,2
Lichy Stefan & Maria,2010,slovakia,2
Lilge Rudolf & Ruzena,1997,slovakia,2
Liska Jan & Koloman,1982,slovakia,2
Lysy Stefan & Kristina,1995,slovakia,2
Mackovjak Jan & Anna,2012,slovakia,2
Majercik Dr. Michal & Anna,1981,slovakia,2
6 Majer-Sucha Martin,1998,slovakia,1
Makony Jan & Anna,2019,slovakia,2
Maradik Ondrej & Maria; ch: Martin Elena,1992,slovakia,3
Markov Josef & Ema,1982,slovakia,2
Marosanova Ana,1998,slovakia,1
Martisek Filip & Anna (Fasching),2015,slovakia,2
Masiar Juraj & Katarina,1997,slovakia,2
Maslej Pastor Michal,1997,slovakia,1
Matejik Jan & Katerina; ch: Jan Pavel Anna Ludwig,1990,slovakia,3
Matulova Maria,2003,slovakia,1
Matuskova Anna (Sister Agata),2009,slovakia,1
Mednansky Ondrej & Katarina; ch: Ondrej Rudolf & Maria,1990,slovakia,4
Medvecky Julius & Maria (Pavkova),2010,slovakia,2
Melo Frantisek & Angela  son Frantisek,1979,slovakia,2
Menhart Julius & Emerencia,2001,slovakia,2
Miartus Vojtech & Anna,1993,slovakia,2
Mierny Jan & Irena,2000,slovakia,2
Mihalik Julius,1997,slovakia,1
Mihalik Mihal & Helena & d.Helena,1999,slovakia,3
Mihocko Jan & Zuzana,1995,slovakia,2
Mihocko Stefan & Annie,1995,slovakia,2
Mikulas Ondrej & Maria,1981,slovakia,2
Minarova Maria,1992,slovakia,1
Minarovic Elias & Margit & son Jozef,2001,slovakia,3
Mlada Antonia,2001,slovakia,1
Mocik Kletus & Anna,1997,slovakia,2
Modla Jan & Anna (Martinkova),1981,slovakia,2
Molcan Michal,2019,slovakia,1
Mosnak Vladimir,1998,slovakia,1
Mosny Rudolf & Zuzana & son Rudolf,2001,slovakia,3
Motaj Ivan,1991,slovakia,1
Mozes Katarina; ch. Stefan Erna,1995,slovakia,2
Mozi Julius & Valeria,1997,slovakia,2
Mozolak Jan & Eva and daughter Anna,2002,slovakia,2
Mullner Edith,1983,slovakia,1
Mydlo Josef & Margita; d. Margita,1997,slovakia,3
Nahalkova Zofia,2001,slovakia,1
7 Nandory Jan & Alzbieta,1992,slovakia,2
Nebesky Samuel & Anna and his parents,1992,slovakia,2
Nemcovic Jozef & Maria,1994,slovakia,2
Nemcovic Michal & Magdalena; son Stefan,1994,slovakia,3
Nemec Agata & Elemir,1994,slovakia,2
Nikodemova Antonia,2018,slovakia,1
Niznanska-Zahnova Valeria,1992,slovakia,1
Noskov  Martin & Maria; &t daughter Luba Cernakova,1991,slovakia,4
Olsovsky Ludovit & daughters Anna & Gizela,2001,slovakia,3
Ondrasek Pavel & Maria,1995,slovakia,2
Ondriska Gertrude,1982,slovakia,1
Oravec Juraj & Alzbeta (Potemriova),2016,slovakia,2
Ostrolucky Martin & Anna,1991,slovakia,2
Ozvald Jan & Katarina,2017,slovakia,2
Pagac Rudolf & Eva,2000,slovakia,2
Palasthy Karol & Nora,1992,slovakia,2
Pasek Jan & Emilia (Snopkova),1992,slovakia,2
Paserin Josef & Maria,1998,slovakia,2
Pastorkova Katarina (Uhlikova),2016,slovakia,1
Pavlik Jan & Emilia,1994,slovakia,2
Pavlik Stefan,1997,slovakia,1
Pavlik Stefan & Kristina,1991,slovakia,2
Pekarovicova Maria,1987,slovakia,1
Pellerova Stefania,2018,slovakia,1
Perlova Maria,2018,slovakia,1
Perny Voitech & Maria,1996,slovakia,2
Petelen Daniel,1999,slovakia,1
Petroch Pavel,2019,slovakia,1
Petrovic Josef; sister Paula,1991,slovakia,2
Piacetzky Janko & Julia & dght. Anna,1996,slovakia,3
Pikna Karol,1996,slovakia,1
Pocuch Imrich & Maria,2017,slovakia,2
Polakova Etela,1979,slovakia,1
Polakovic Jozef,2000,slovakia,1
Polko Gregor,2007,slovakia,1
Poruban Jan & Maria (Stanova),2009,slovakia,2
Porubsky Milan & Antonia,2002,slovakia,2
8 Pospichalova Anna (Bolibruchova),2008,slovakia,1
Potancok Jan & Maria; & daughter Emilia,1998,slovakia,4
Racansky Gabriel,1997,slovakia,1
Racz Oliver,2019,slovakia,1
Rafajova Maria,1991,slovakia,1
Ragala Martin,2019,slovakia,1
Ralbovska-Kaldi Julia,1990,slovakia,1
Rapcan Ondrej & Elena,2007,slovakia,2
Rasla Frantisek,1987,slovakia,1
Rasla Frantisek & Katarina,2000,slovakia,2
Razus Michal,2010,slovakia,1
Rehak Ludovit & Ludmila,2005,slovakia,2
Rehak Peter & Maria (Glokner),2013,slovakia,2
Repas Ludovit,2016,slovakia,1
Repta Juraj & Anna,2005,slovakia,2
Rezny Alexander & Katarina,2012,slovakia,2
Riecan Ulka & husband,1988,slovakia,2
Rocek Anton & Zofia,2010,slovakia,2
Rovenski Martin & Helena; son Alois,1991,slovakia,3
Ruszenszki-Martin Margita,1994,slovakia,1
Ruttkay Viktor & Ema,2004,slovakia,2
Ryba Pavol; sister Emilia Holkova,1994,slovakia,2
Schaffarovsky Vojtech,2002,slovakia,1
Scheibenreif Cecilia & son Rudolf,2018,slovakia,2
Schiller Anna,1982,slovakia,1
Sebova (Telekesova) Olga,1992,slovakia,1
Sedlacek Frantisek & Katka,2014,slovakia,2
Senkeri Rudolf & Anna,1992,slovakia,2
Sevcovicova Dr. Jozefina,1982,slovakia,1
Simoncic Karl Rudolf,1968,slovakia,1
Sinska Imberta,1999,slovakia,1
Sirota Jan & Maria & their sons Stefan with wife Regina & Frantisek with wife Maria,2021,slovakia,4
Sitas Michal; ch. Michal Ernestina,1997,slovakia,2
Sivak Julius,2003,slovakia,1
Skopik Ondrej,1996,slovakia,1
Skultety Michal & Maria,1992,slovakia,2
9 Slamkova Magdalena,2014,slovakia,1
Slavik Milan,2019,slovakia,1
Slavikova Maria,2019,slovakia,1
Slezak Ondrej & Maria,1992,slovakia,2
Slezak Stefan & Stefania,1996,slovakia,2
Slobodnik Jan & Maria,1994,slovakia,2
Smardova Helena; son Rajmund,2005,slovakia,2
Smida Viktor & Justina & dght. Lidka,1990,slovakia,3
Smycka Milan & Veronika,2017,slovakia,2
Snopkova Mariska,1992,slovakia,1
Sobotova Irena,1993,slovakia,1
Sperling Frantisek & Anna & dght. Vlasta,1993,slovakia,3
Spevak Jan & Maria (Hlivova),2019,slovakia,2
Spisiak Jan,2006,slovakia,1
Starke Pavol & Irena,1992,slovakia,2
Staron Michal & Zuzana,2000,slovakia,2
Stas Jan & Maria & dght. Justina Oravcova,2020,slovakia,3
Stastna Gizela,2002,slovakia,1
Stephany Elisabeth,1999,slovakia,1
Stevlik Ondrej & Emilia,2000,slovakia,2
Straka Jan & Karolina & d. Margit,1996,slovakia,3
Strycharszyk Jozef & Pavlina (Bullova),2018,slovakia,2
Sukenik Jozef & Frieda,1994,slovakia,2
Sulaj Ondrej & Maria,2001,slovakia,2
Svancar Gustav,1996,slovakia,1
Svatuska Andrej & Marie,1993,slovakia,2
Svrbicki Frantisek & Gizela,2016,slovakia,2
Szoke Frantisek & Augusta-Margareta,1994,slovakia,2
Tajtak Ladislav,1993,slovakia,1
Takac Emanuel & Olga,1993,slovakia,2
Tarabus Jozef,2008,slovakia,1
Tarcala Stefan,2017,slovakia,1
Teriansky Pavel & Margita,2004,slovakia,2
Tokoly Vincent & Anna,1993,slovakia,2
Toman Michael & Zlatica,1997,slovakia,2
Trnovsky Jan & Julia,1977,slovakia,2
Trokan Anton,1965,slovakia,1
10 Truska Jan & Jozefina (Ballova) & their son Frantisek,2011,slovakia,3
Turcek Pavel & Maria,2021,slovakia,2
Turcok Jan & Elizabeth,2002,slovakia,2
Tvarozkova Gizela,1997,slovakia,1
Uher Martin,1990,slovakia,1
Urban Jan & Zuzana,2011,slovakia,2
Vaculciak Jozef & Maria & children Valeria & Ludovit,2003,slovakia,4
Valach Jan,1991,slovakia,1
Valasikova Anna,1985,slovakia,1
Valent Stefan,2003,slovakia,1
Valenta Imrich & Irena,2001,slovakia,2
Valo Peter & mother Josephina,1980,slovakia,2
Varga Jan & Anna (Stofanova),2015,slovakia,2
Vavro Karol & Emilia,2001,slovakia,2
Vavro Karol and Maria,2001,slovakia,1
Vigas Ondrej & Andresa; son Ondrej,1992,slovakia,3
Viskup Jan & Ana,1991,slovakia,2
Vitus Michal & Anna,1984,slovakia,2
Viznerova Anna & Pavol,2002,slovakia,2
Vlcko Peter & Adela & son Peter,1981,slovakia,3
Vlkova-Tonka Antonina,1975,slovakia,1
Vojtko Jozef,1994,slovakia,1
Vojtkova Zlatica,2017,slovakia,1
Vrabec Jan & Amalia,1994,slovakia,2
Vrablova Viera,1984,slovakia,1
Wilheimova (Telekesova) Margita,1992,slovakia,1
Zapletal Jozef & Stefania,1992,slovakia,2
Zarub Stefan & Hedvika,1996,slovakia,2
Zaruba Peter & Valeria,1993,slovakia,2
Zbudila Jan & Anna,1998,slovakia,2
Zdvֳ­hal Zdenek,2012,slovakia,1
Zelenay Michal & Barbora,2009,slovakia,2
Zemberova Maria,2012,slovakia,1
Zvolenska Salomea,1998,slovakia,1
Bozic Ana,2021,slovenia,1
Breskvar Ivan,1998,slovenia,1
Horvath Elizabeta & her parents Mihael & Ema Rozanc,2016,slovenia,3
Piculin Zora,1975,slovenia,1
Puncuh Franjo,2004,slovenia,1
Tumpej Andrej,2001,slovenia,1
Zun Uros,1987,slovenia,1
Zupancic Ivan & Liubica,2001,slovenia,2
Zilavec Aleksander & Agnes,2017,slovenia,2
Fartelj Jozef & Marija & his brother Franc,2017,slovenia,3
Aguirre y Otegui Martin,2011,spain,1
De Romero Radigales Sebastian,2014,spain,1
Faya Blasquez Conception,2011,spain,1
Martinez Joseph Jose & Victoria Maria (Dolores),2016,spain,2
Propper de Callejon Eduardo,2007,spain,1
Santaella Dr. Jose & Carmen,1988,spain,2
Sanz Briz Angel,1966,spain,1
Anger Per,1980,sweden,1
Berg Lars,1982,sweden,1
Danielsson Carl Iwan,1982,sweden,1
Hesselblad Elisabetta,2004,sweden,1
Kihlgren Elow,2001,sweden,1
Langlet Valdemar & Nina,1965,sweden,2
Myrgren Pastor Erik,1986,sweden,1
Perwe Erik,2006,sweden,1
Wallenberg Raoul,1963,sweden,1
Barazetti Bill,1993,switzerland,1
Berchmans Sister Jeanne,1991,switzerland,1
Bohny Auguste,1990,switzerland,1
Bohny-Reiter Friedel,1990,switzerland,1
Born Friedrich,1987,switzerland,1
Bovet Abbe Jean,1989,switzerland,1
Brunschweiler Benedikt,2007,switzerland,1
Buehler Anton,2001,switzerland,1
Calame-Rosset Paul & May,1998,switzerland,2
Dubois Maurice,1985,switzerland,1
Eidenbenz Elisabeth,2001,switzerland,1
Feller Harald,1999,switzerland,1
Flescher Anna (Riesen),2007,switzerland,1
Francken William & Laure,1997,switzerland,2
Friedrich Jean-Edouard,1999,switzerland,1
Gander Mark & Jane (Roth),2015,switzerland,2
Giannini Walter & Emma,2000,switzerland,2
Gross Abbe Albert,1989,switzerland,1
Gruninger Paul,1971,switzerland,1
Im Hof-Piguet Anne-Marie,1990,switzerland,1
Jaccard Arthur & Wilhelmine dght. Ruth Monney,2007,switzerland,2
Lavergnat Arthur & Jeanne,1990,switzerland,2
Lutz Carl & Gertrud,1964,switzerland,2
Marclay Emile & Lina; daughter Marguerite,2000,switzerland,3
Muller Ida & her sister Jeanette Carmen,2016,switzerland,2
Naef Rosa,1989,switzerland,1
Prodolliet Ernst,1982,switzerland,1
Reymond Fred,1997,switzerland,1
Schaffert Hans,1967,switzerland,1
2 Schmidt Martha,1993,switzerland,1
Spirig- Riesbacher Jakob F.,2007,switzerland,1
Steiger Sebastian,1993,switzerland,1
Tobler Margareta,2000,switzerland,1
Vonrufs Ernst,2000,switzerland,1
Wasserfallen Edgard & Elise,2000,switzerland,2
Witwer Ernest,1998,switzerland,1
Zurcher Peter,1998,switzerland,1
Ulkumen Selahattin,1989,turkey,1
Abramchuk Mikhail & Yekaterina,2004,ukraine,2
Adamchuk Bronislava,2011,ukraine,1
Afanashchenko Khavronia,2016,ukraine,1
Afitski Anton & Maria & ch. Antonina & Ivan,2002,ukraine,4
Akhiezer Neonila (Chistiukhina),2000,ukraine,1
Aksenchuk Evstahi & Anna; son Bogdan,1994,ukraine,3
Alabusheva-Brandt Maria,1997,ukraine,1
Alekhina Maria; her mother Utkina Anna,1996,ukraine,2
Aleksiuk Nadezhda,2004,ukraine,1
Altynnikova Anna,1992,ukraine,1
Ambruzhuk Anna & Feodor; her mother Yevdokia,2004,ukraine,3
Ananenko Anna & daughter Feodosia,2000,ukraine,2
Andrievskaya Yevgenia,1999,ukraine,1
Andriyevski Vasili & Maria,2006,ukraine,2
Andruschik Manilo & Afanasia,2000,ukraine,2
Anischuk Boris & Yevgenia,1999,ukraine,2
Anishkievich Anna & Lukian; ds: Lidia Yevgenia Vera,1992,ukraine,3
Anisimova Natalia,1999,ukraine,1
Antonets Grigory & Yekaterina,1996,ukraine,2
Antoniuk Anna,2003,ukraine,1
Antoniuk Feodor; son Grigory,1995,ukraine,2
Antymaniuk Mitrofan & Anna; d. Elena,1997,ukraine,3
Anufriev Jozef,1990,ukraine,1
Apanasenko Kirill & Daria & dght. Varvara Kupchik,2012,ukraine,3
Aponchuk Stepan & Varvara,2008,ukraine,2
Apraksina Tatiana,1998,ukraine,1
Arkhitiuk Feodor & Olga,2001,ukraine,2
Avdeenko Sergei & Tatiana; ch. Valentin Igor,1996,ukraine,3
Avetisyan Inna (Lukianovich),2004,ukraine,1
2 Babaeva Alexandra,1995,ukraine,1
Babchun Alexander & Natalia & son Feodor,2000,ukraine,3
Babich Maria,1963,ukraine,1
Babienko Lidia (sister of Visokos V.),1995,ukraine,1
Babkina Matryona,2004,ukraine,1
Babyichuk Feodor & Praskovia,2013,ukraine,2
Bachek Maria & son Peotr,2000,ukraine,2
Bagno Grigori,1995,ukraine,1
Bainak Aleksandra,2019,ukraine,1
Bakai Jozef & Yekaterina,1998,ukraine,2
Balaban Dmitri & Maria,1997,ukraine,2
Balaban Yuri & Maria,1981,ukraine,2
Balanutsa Klavdia,2002,ukraine,1
Balebina Klavdia,1998,ukraine,1
Balitskaya Olga,2001,ukraine,1
Baliuk Yevdokia,2000,ukraine,1
Balyk Iosip & Franciszka; dght.: Helena,1995,ukraine,3
Banakh Sofia & daughter Yelena,2000,ukraine,2
Bandurski Jan & Maria,2017,ukraine,2
Barabash Vera,2004,ukraine,1
Baran Ilya & Maria & son Grigori,2001,ukraine,3
Baran Mikhail & Agafia,2001,ukraine,2
Baranchuk Kirill,2001,ukraine,1
Baranenko Feodor & Natalia,1997,ukraine,2
1998 Baranetskaya Emilia,2001,ukraine,1
Baranovskiy Marko & Marina,2019,ukraine,2
Barbaruk Ivan & Oksenia & son Ivan,2012,ukraine,3
Bashtannaya Natalia,1999,ukraine,1
Basova Yelizaveta,1999,ukraine,1
Bator Aleksander & Maria,2005,ukraine,2
Bebekh Maksim,2017,ukraine,1
Belegai Mikhailo & Lubomira,2003,ukraine,2
Beletskaya Anna,1994,ukraine,1
Belinski Anna & Ivan,2003,ukraine,2
Belopolskaya Vera,1999,ukraine,1
Belostotskaya Maria; children Stepan & Nina; granddaughter Neonila,1999,ukraine,4
3 Belous Sofia (Perius),2011,ukraine,1
Belousov Dmitry & Marina; children: Aleksander Anna (Grek),1990,ukraine,3
Belova Alexandra,1995,ukraine,1
Belyi Vasily,1996,ukraine,1
Berezhnitski Jas & Olena,1994,ukraine,2
Bessmertnaya Akulina,1995,ukraine,1
Bevziuk Nadezhda,1995,ukraine,1
Bey Mitrofan & Yekaterina & son Nikolai,2000,ukraine,3
Bielski Fruma (Dedek Frania),2006,ukraine,1
Biletskiy Leon & Maria; ch: Roman Yaroslava,1990,ukraine,3
Biletskiy Yevgeni; ch:Yulian Anna (Kifor),1990,ukraine,2
Bilichenko Grigori,1997,ukraine,1
Bilyk Sofia,1997,ukraine,1
Bilyk Yefrosinia & dght. Maria Guzanova,2006,ukraine,2
Binat Yelizaveta,1997,ukraine,1
Blanutsa Peotr & Khristina,2003,ukraine,2
Blashchuk Yekaterina,2010,ukraine,1
Blashkevich Anton & Eugenia; d. Maria Parkhin,1994,ukraine,3
